customer_id,R,F,M,r,f,m,segment
1336,32,4,545800.0,3,3,3,Чемпионы
1338,150,3,308000.0,2,3,3,Лояльные
1339,74,4,643500.0,3,3,3,Чемпионы
1340,28,3,322000.0,3,3,3,Чемпионы
1341,23,1,16200.0,3,1,1,Новые
1342,85,1,114000.0,2,1,2,Спящие
1343,355,1,420000.0,1,1,3,Под угрозой ухода
1344,291,1,38000.0,1,1,1,Спящие
1346,211,1,29000.0,1,1,1,Спящие
1347,330,1,52000.0,1,1,2,Спящие
1348,56,2,42400.0,3,2,2,Чемпионы
1349,311,1,21600.0,1,1,1,Спящие
1350,34,4,205700.0,3,3,3,Чемпионы
1351,69,1,18000.0,3,1,1,Новые
1352,6,1,38000.0,3,1,1,Новые
1353,75,4,600100.0,3,3,3,Чемпионы
1354,1,2,123900.0,3,2,2,Чемпионы
1355,270,2,43200.0,1,2,2,Под угрозой ухода
1356,130,1,5500.0,2,1,1,Спящие
1358,32,2,232000.0,3,2,3,Чемпионы
1359,263,1,27000.0,1,1,1,Спящие
1360,11,1,19200.0,3,1,1,Новые
1361,83,2,429000.0,2,2,3,Лояльные
1362,177,3,148000.0,2,3,3,Лояльные
1363,62,1,52000.0,3,1,2,Новые
1364,103,2,77500.0,2,2,2,Лояльные
1365,233,2,180000.0,1,2,3,Под угрозой ухода
1368,267,3,404850.0,1,3,3,Под угрозой ухода
1369,253,1,114000.0,1,1,2,Спящие
1370,100,1,121500.0,2,1,2,Спящие
1372,254,1,162000.0,1,1,3,Под угрозой ухода
1373,213,1,114000.0,1,1,2,Спящие
1374,93,1,34200.0,2,1,1,Спящие
1375,25,1,45000.0,3,1,2,Новые
1376,135,1,180000.0,2,1,3,Спящие
1377,45,1,114000.0,3,1,2,Новые
1378,200,1,46800.0,1,1,2,Спящие
1379,297,1,180000.0,1,1,3,Под угрозой ухода
1380,221,1,180000.0,1,1,3,Под угрозой ухода
1381,161,2,144000.0,2,2,3,Лояльные
1382,29,2,168000.0,3,2,3,Чемпионы
1383,191,3,436000.0,2,3,3,Лояльные
1384,314,1,420000.0,1,1,3,Под угрозой ухода
1385,85,1,52000.0,2,1,2,Спящие
1386,258,1,162000.0,1,1,3,Под угрозой ухода
1387,12,1,52000.0,3,1,2,Новые
1388,75,2,116100.0,3,2,2,Чемпионы
1389,1,4,440000.0,3,3,3,Чемпионы
1390,5,1,14850.0,3,1,1,Новые
1391,196,1,8100.0,2,1,1,Спящие
1393,68,1,5500.0,3,1,1,Новые
1394,26,3,123500.0,3,3,2,Чемпионы
1395,140,1,378000.0,2,1,3,Спящие
1396,241,2,104000.0,1,2,2,Под угрозой ухода
1397,41,1,52000.0,3,1,2,Новые
1398,338,1,45000.0,1,1,2,Спящие
1399,104,1,52000.0,2,1,2,Спящие
1400,135,4,294000.0,2,3,3,Лояльные
1401,133,1,8100.0,2,1,1,Спящие
1402,347,1,45000.0,1,1,2,Спящие
1403,288,1,420000.0,1,1,3,Под угрозой ухода
1404,79,1,9000.0,3,1,1,Новые
1406,31,1,5500.0,3,1,1,Новые
1407,81,1,52000.0,2,1,2,Спящие
1408,343,1,40500.0,1,1,1,Спящие
1409,36,3,58000.0,3,3,2,Чемпионы
1410,165,2,133500.0,2,2,2,Лояльные
1411,108,1,420000.0,2,1,3,Спящие
1412,74,2,20000.0,3,2,1,Лояльные
1413,50,1,34200.0,3,1,1,Новые
1414,266,1,29000.0,1,1,1,Спящие
1415,122,6,496950.0,2,3,3,Лояльные
1417,131,4,792000.0,2,3,3,Лояльные
1419,196,1,11000.0,2,1,1,Спящие
1420,245,1,5500.0,1,1,1,Спящие
1421,257,1,45000.0,1,1,2,Спящие
1422,5,2,47600.0,3,2,2,Чемпионы
1423,286,1,48000.0,1,1,2,Спящие
1425,201,1,180000.0,1,1,3,Под угрозой ухода
1426,26,2,44100.0,3,2,2,Чемпионы
1427,196,4,605400.0,2,3,3,Лояльные
1428,119,1,29000.0,2,1,1,Спящие
1429,177,2,34200.0,2,2,1,Лояльные
1430,26,1,8100.0,3,1,1,Новые
1431,286,1,8100.0,1,1,1,Спящие
1432,28,2,50400.0,3,2,2,Чемпионы
1433,335,2,436500.0,1,2,3,Под угрозой ухода
1434,65,1,420000.0,3,1,3,Новые
1435,254,1,29000.0,1,1,1,Спящие
1436,78,1,16500.0,3,1,1,Новые
1437,23,1,72000.0,3,1,2,Новые
1438,226,2,191000.0,1,2,3,Под угрозой ухода
1439,207,1,9000.0,1,1,1,Спящие
1440,311,1,378000.0,1,1,3,Под угрозой ухода
1442,50,1,336000.0,3,1,3,Новые
1443,115,4,941000.0,2,3,3,Лояльные
1444,70,1,45000.0,3,1,2,Новые
1446,74,2,141000.0,3,2,3,Чемпионы
1447,170,4,423000.0,2,3,3,Лояльные
1448,132,3,244000.0,2,3,3,Лояльные
1449,332,1,11000.0,1,1,1,Спящие
1450,303,1,52000.0,1,1,2,Спящие
1451,175,3,117800.0,2,3,2,Лояльные
1452,48,2,418500.0,3,2,3,Чемпионы
1453,166,1,180000.0,2,1,3,Спящие
1454,325,1,87000.0,1,1,2,Спящие
1455,62,3,36000.0,3,3,1,Лояльные
1456,188,1,72000.0,2,1,2,Спящие
1457,12,3,281000.0,3,3,3,Чемпионы
1458,20,2,42000.0,3,2,2,Чемпионы
1459,6,2,388000.0,3,2,3,Чемпионы
1460,280,2,76000.0,1,2,2,Под угрозой ухода
1461,263,3,511200.0,1,3,3,Под угрозой ухода
1462,194,1,45000.0,2,1,2,Спящие
1463,114,1,378000.0,2,1,3,Спящие
1464,27,1,8100.0,3,1,1,Новые
1465,340,1,11000.0,1,1,1,Спящие
1466,64,5,500600.0,3,3,3,Чемпионы
1467,44,2,90000.0,3,2,2,Чемпионы
1468,190,2,130500.0,2,2,2,Лояльные
1469,24,3,20000.0,3,3,1,Лояльные
1470,25,1,420000.0,3,1,3,Новые
1471,246,1,34200.0,1,1,1,Спящие
1472,111,2,32500.0,2,2,1,Лояльные
1473,50,1,45000.0,3,1,2,Новые
1475,176,3,46000.0,2,3,2,Лояльные
1476,86,2,29500.0,2,2,1,Лояльные
1477,93,2,425500.0,2,2,3,Лояльные
1478,209,2,425500.0,1,2,3,Под угрозой ухода
1479,15,1,5400.0,3,1,1,Новые
1480,306,1,21600.0,1,1,1,Спящие
1481,56,1,23200.0,3,1,1,Новые
1482,14,3,104200.0,3,3,2,Чемпионы
1483,26,1,13200.0,3,1,1,Новые
1485,32,1,5400.0,3,1,1,Новые
1486,216,2,390000.0,1,2,3,Под угрозой ухода
1487,116,1,76000.0,2,1,2,Спящие
1488,59,1,45000.0,3,1,2,Новые
1489,8,1,4950.0,3,1,1,Новые
1490,139,5,115650.0,2,3,2,Лояльные
1491,301,2,19800.0,1,2,1,Под угрозой ухода
1492,149,2,93000.0,2,2,2,Лояльные
1493,267,2,128000.0,1,2,2,Под угрозой ухода
1494,350,2,63000.0,1,2,2,Под угрозой ухода
1496,147,1,6000.0,2,1,1,Спящие
1497,76,2,428100.0,3,2,3,Чемпионы
1498,221,1,14850.0,1,1,1,Спящие
1501,47,3,64500.0,3,3,2,Чемпионы
1502,179,1,26100.0,2,1,1,Спящие
1503,289,1,6000.0,1,1,1,Спящие
1504,244,1,378000.0,1,1,3,Под угрозой ухода
1505,235,1,180000.0,1,1,3,Под угрозой ухода
1506,139,2,106400.0,2,2,2,Лояльные
1507,14,1,6000.0,3,1,1,Новые
1508,35,1,48000.0,3,1,2,Новые
1509,209,2,68700.0,1,2,2,Под угрозой ухода
1510,311,1,27000.0,1,1,1,Спящие
1512,16,2,88000.0,3,2,2,Чемпионы
1514,266,2,429000.0,1,2,3,Под угрозой ухода
1515,206,4,236100.0,1,3,3,Под угрозой ухода
1516,67,4,493900.0,3,3,3,Чемпионы
1517,54,1,336000.0,3,1,3,Новые
1518,10,1,121500.0,3,1,2,Новые
1519,173,2,204000.0,2,2,3,Лояльные
1521,185,1,6000.0,2,1,1,Спящие
1522,254,1,9000.0,1,1,1,Спящие
1523,329,1,52000.0,1,1,2,Спящие
1524,60,2,449000.0,3,2,3,Чемпионы
1525,94,3,90100.0,2,3,2,Лояльные
1526,101,2,64100.0,2,2,2,Лояльные
1528,59,3,93300.0,3,3,2,Чемпионы
1529,305,1,38000.0,1,1,1,Спящие
1531,8,1,420000.0,3,1,3,Новые
1532,117,1,420000.0,2,1,3,Спящие
1533,131,1,5500.0,2,1,1,Спящие
1534,347,1,5500.0,1,1,1,Спящие
1535,154,2,22950.0,2,2,1,Лояльные
1536,14,1,16500.0,3,1,1,Новые
1537,148,1,180000.0,2,1,3,Спящие
1538,335,2,429000.0,1,2,3,Под угрозой ухода
1539,151,3,236000.0,2,3,3,Лояльные
1540,7,7,1135200.0,3,3,3,Чемпионы
1541,73,2,465000.0,3,2,3,Чемпионы
1542,65,1,420000.0,3,1,3,Новые
1544,237,2,192000.0,1,2,3,Под угрозой ухода
1545,223,1,26100.0,1,1,1,Спящие
1546,129,4,862500.0,2,3,3,Лояльные
1547,143,3,195000.0,2,3,3,Лояльные
1548,21,1,336000.0,3,1,3,Новые
1549,69,2,166000.0,3,2,3,Чемпионы
1550,106,2,148000.0,2,2,3,Лояльные
1551,71,1,52000.0,3,1,2,Новые
1552,76,2,20000.0,3,2,1,Лояльные
1553,69,1,52000.0,3,1,2,Новые
1554,146,1,420000.0,2,1,3,Спящие
1555,107,1,12000.0,2,1,1,Спящие
1556,266,1,180000.0,1,1,3,Под угрозой ухода
1557,100,1,38000.0,2,1,1,Спящие
1559,309,1,52000.0,1,1,2,Спящие
1560,224,1,18000.0,1,1,1,Спящие
1561,106,3,74500.0,2,3,2,Лояльные
1562,170,1,45000.0,2,1,2,Спящие
1563,145,1,16500.0,2,1,1,Спящие
1564,48,2,216000.0,3,2,3,Чемпионы
1565,290,2,114000.0,1,2,2,Под угрозой ухода
1566,245,3,365500.0,1,3,3,Под угрозой ухода
1567,77,1,24000.0,3,1,1,Новые
1568,290,1,76000.0,1,1,2,Спящие
1569,80,4,171900.0,2,3,3,Лояльные
1570,15,2,458000.0,3,2,3,Чемпионы
1571,43,1,180000.0,3,1,3,Новые
1572,71,2,50400.0,3,2,2,Чемпионы
1573,68,1,45000.0,3,1,2,Новые
1574,278,1,9000.0,1,1,1,Спящие
1575,88,3,152100.0,2,3,3,Лояльные
1577,71,1,5500.0,3,1,1,Новые
1578,349,2,95200.0,1,2,2,Под угрозой ухода
1580,64,1,58000.0,3,1,2,Новые
1581,217,1,114000.0,1,1,2,Спящие
1582,113,1,9900.0,2,1,1,Спящие
1583,324,1,9000.0,1,1,1,Спящие
1584,32,1,420000.0,3,1,3,Новые
1585,13,2,425500.0,3,2,3,Чемпионы
1587,326,1,5400.0,1,1,1,Спящие
1588,90,1,72000.0,2,1,2,Спящие
1589,194,2,16400.0,2,2,1,Лояльные
1590,129,1,43200.0,2,1,2,Спящие
1591,57,1,420000.0,3,1,3,Новые
1592,280,1,52000.0,1,1,2,Спящие
1593,228,2,90000.0,1,2,2,Под угрозой ухода
1594,5,1,9900.0,3,1,1,Новые
1595,90,2,42000.0,2,2,2,Лояльные
1596,10,3,207300.0,3,3,3,Чемпионы
1597,158,1,4950.0,2,1,1,Спящие
1598,307,1,45000.0,1,1,2,Спящие
1599,20,1,52000.0,3,1,2,Новые
1600,203,2,63000.0,1,2,2,Под угрозой ухода
1601,14,2,261000.0,3,2,3,Чемпионы
1602,277,1,52000.0,1,1,2,Спящие
1603,190,1,38000.0,2,1,1,Спящие
1605,292,1,5500.0,1,1,1,Спящие
1606,266,1,180000.0,1,1,3,Под угрозой ухода
1607,33,1,14400.0,3,1,1,Новые
1608,37,1,45000.0,3,1,2,Новые
1609,187,1,9000.0,2,1,1,Спящие
1610,256,2,458000.0,1,2,3,Под угрозой ухода
1611,210,3,609900.0,1,3,3,Под угрозой ухода
1612,94,1,24000.0,2,1,1,Спящие
1613,183,1,6000.0,2,1,1,Спящие
1614,9,1,144000.0,3,1,3,Новые
1615,47,2,93600.0,3,2,2,Чемпионы
1616,206,1,162000.0,1,1,3,Под угрозой ухода
1617,85,1,52000.0,2,1,2,Спящие
1618,28,2,180000.0,3,2,3,Чемпионы
1619,29,1,52000.0,3,1,2,Новые
1620,223,1,9000.0,1,1,1,Спящие
1621,62,2,25500.0,3,2,1,Лояльные
1622,5,1,14400.0,3,1,1,Новые
1623,83,1,180000.0,2,1,3,Спящие
1624,321,1,420000.0,1,1,3,Под угрозой ухода
1626,6,1,40500.0,3,1,1,Новые
1627,356,1,102600.0,1,1,2,Спящие
1628,232,4,643400.0,1,3,3,Под угрозой ухода
1629,224,1,420000.0,1,1,3,Под угрозой ухода
1631,103,1,26100.0,2,1,1,Спящие
1632,104,1,180000.0,2,1,3,Спящие
1633,161,2,48000.0,2,2,2,Лояльные
1634,272,2,15900.0,1,2,1,Под угрозой ухода
1635,211,2,465000.0,1,2,3,Под угрозой ухода
1636,232,1,38000.0,1,1,1,Спящие
1637,294,2,840000.0,1,2,3,Под угрозой ухода
1638,158,1,48000.0,2,1,2,Спящие
1639,277,2,132000.0,1,2,2,Под угрозой ухода
1640,253,2,206100.0,1,2,3,Под угрозой ухода
1641,123,1,45000.0,2,1,2,Спящие
1644,39,1,78300.0,3,1,2,Новые
1645,335,1,420000.0,1,1,3,Под угрозой ухода
1646,202,3,237000.0,1,3,3,Под угрозой ухода
1648,289,2,31600.0,1,2,1,Под угрозой ухода
1649,339,1,87000.0,1,1,2,Спящие
1650,9,1,58000.0,3,1,2,Новые
1651,318,1,38000.0,1,1,1,Спящие
1652,9,2,129600.0,3,2,2,Чемпионы
1653,38,1,43200.0,3,1,2,Новые
1654,132,6,641450.0,2,3,3,Лояльные
1655,190,3,101400.0,2,3,2,Лояльные
1656,70,1,40500.0,3,1,1,Новые
1657,134,1,43200.0,2,1,2,Спящие
1658,14,3,17500.0,3,3,1,Лояльные
1659,344,1,21600.0,1,1,1,Спящие
1660,207,1,135000.0,1,1,2,Спящие
1661,65,1,6000.0,3,1,1,Новые
1662,122,1,5500.0,2,1,1,Спящие
1663,76,1,8100.0,3,1,1,Новые
1664,13,2,57000.0,3,2,2,Чемпионы
1665,155,2,82300.0,2,2,2,Лояльные
1666,83,2,68400.0,2,2,2,Лояльные
1667,355,1,11000.0,1,1,1,Спящие
1669,16,2,564000.0,3,2,3,Чемпионы
1670,262,1,5500.0,1,1,1,Спящие
1671,83,1,162000.0,2,1,3,Спящие
1672,137,2,53000.0,2,2,2,Лояльные
1673,40,1,6000.0,3,1,1,Новые
1674,291,1,180000.0,1,1,3,Под угрозой ухода
1675,261,2,429000.0,1,2,3,Под угрозой ухода
1676,73,1,180000.0,3,1,3,Новые
1677,108,1,52000.0,2,1,2,Спящие
1678,230,1,5400.0,1,1,1,Спящие
1679,324,1,180000.0,1,1,3,Под угрозой ухода
1680,20,1,46800.0,3,1,2,Новые
1681,278,2,95200.0,1,2,2,Под угрозой ухода
1682,69,2,386100.0,3,2,3,Чемпионы
1683,147,1,46800.0,2,1,2,Спящие
1684,183,3,130050.0,2,3,2,Лояльные
1685,335,1,9000.0,1,1,1,Спящие
1686,237,4,142200.0,1,3,3,Под угрозой ухода
1687,314,1,52000.0,1,1,2,Спящие
1688,160,1,16200.0,2,1,1,Спящие
1690,73,1,18000.0,3,1,1,Новые
1691,310,1,24000.0,1,1,1,Спящие
1692,10,1,378000.0,3,1,3,Новые
1693,311,1,40500.0,1,1,1,Спящие
1694,152,1,420000.0,2,1,3,Спящие
1695,79,2,429000.0,3,2,3,Чемпионы
1696,178,1,180000.0,2,1,3,Спящие
1697,136,2,193500.0,2,2,3,Лояльные
1698,39,1,144000.0,3,1,3,Новые
1699,49,1,24000.0,3,1,1,Новые
1700,173,1,45000.0,2,1,2,Спящие
1702,63,2,798000.0,3,2,3,Чемпионы
1703,215,1,87000.0,1,1,2,Спящие
1704,174,2,83000.0,2,2,2,Лояльные
1706,7,1,162000.0,3,1,3,Новые
1707,30,4,567000.0,3,3,3,Чемпионы
1708,252,2,234000.0,1,2,3,Под угрозой ухода
1709,197,2,127500.0,2,2,2,Лояльные
1710,53,2,73350.0,3,2,2,Чемпионы
1711,208,1,24000.0,1,1,1,Спящие
1712,182,1,78300.0,2,1,2,Спящие
1713,50,2,184400.0,3,2,3,Чемпионы
1714,11,1,24000.0,3,1,1,Новые
1715,312,1,72000.0,1,1,2,Спящие
1716,51,2,29200.0,3,2,1,Лояльные
1717,187,1,34200.0,2,1,1,Спящие
1718,148,1,26100.0,2,1,1,Спящие
1719,247,1,12000.0,1,1,1,Спящие
1721,296,3,53000.0,1,3,2,Под угрозой ухода
1722,87,1,34200.0,2,1,1,Спящие
1724,95,3,387000.0,2,3,3,Лояльные
1725,42,1,12000.0,3,1,1,Новые
1726,195,2,209000.0,2,2,3,Лояльные
1727,111,3,849000.0,2,3,3,Лояльные
1728,340,1,45000.0,1,1,2,Спящие
1729,151,1,9000.0,2,1,1,Спящие
1730,294,1,180000.0,1,1,3,Под угрозой ухода
1731,257,1,45000.0,1,1,2,Спящие
1732,250,2,17100.0,1,2,1,Под угрозой ухода
1733,87,1,135000.0,2,1,2,Спящие
1735,243,2,454200.0,1,2,3,Под угрозой ухода
1736,170,1,27000.0,2,1,1,Спящие
1739,134,1,420000.0,2,1,3,Спящие
1740,237,1,180000.0,1,1,3,Под угрозой ухода
1741,314,1,180000.0,1,1,3,Под угрозой ухода
1742,41,1,29000.0,3,1,1,Новые
1743,4,4,180800.0,3,3,3,Чемпионы
1744,272,3,70000.0,1,3,2,Под угрозой ухода
1745,123,2,38000.0,2,2,1,Лояльные
1746,249,2,465000.0,1,2,3,Под угрозой ухода
1747,30,2,218000.0,3,2,3,Чемпионы
1748,257,2,136800.0,1,2,3,Под угрозой ухода
1749,171,1,9000.0,2,1,1,Спящие
1750,336,1,16200.0,1,1,1,Спящие
1751,42,3,65500.0,3,3,2,Чемпионы
1752,327,1,6000.0,1,1,1,Спящие
1753,329,1,180000.0,1,1,3,Под угрозой ухода
1754,26,1,30400.0,3,1,1,Новые
1755,116,2,45900.0,2,2,2,Лояльные
1756,240,1,180000.0,1,1,3,Под угрозой ухода
1757,1,1,9900.0,3,1,1,Новые
1758,52,1,11000.0,3,1,1,Новые
1759,100,1,24000.0,2,1,1,Спящие
1761,86,1,5500.0,2,1,1,Спящие
1762,280,1,38000.0,1,1,1,Спящие
1763,150,2,492000.0,2,2,3,Лояльные
1765,27,5,621000.0,3,3,3,Чемпионы
1766,342,1,135000.0,1,1,2,Спящие
1767,245,1,8100.0,1,1,1,Спящие
1768,19,1,420000.0,3,1,3,Новые
1769,77,2,111000.0,3,2,2,Чемпионы
1770,16,2,374000.0,3,2,3,Чемпионы
1771,13,3,253600.0,3,3,3,Чемпионы
1772,47,1,36000.0,3,1,1,Новые
1773,238,1,45000.0,1,1,2,Спящие
1774,2,2,426000.0,3,2,3,Чемпионы
1775,150,2,407000.0,2,2,3,Лояльные
1776,295,1,52000.0,1,1,2,Спящие
1778,285,1,52000.0,1,1,2,Спящие
1779,232,2,188100.0,1,2,3,Под угрозой ухода
1780,287,1,87000.0,1,1,2,Спящие
1781,151,1,52200.0,2,1,2,Спящие
1782,30,1,52000.0,3,1,2,Новые
1783,263,1,420000.0,1,1,3,Под угрозой ухода
1784,29,1,29000.0,3,1,1,Новые
1786,9,1,29000.0,3,1,1,Новые
1787,113,1,162000.0,2,1,3,Спящие
1788,116,1,9000.0,2,1,1,Спящие
1790,246,2,42300.0,1,2,2,Под угрозой ухода
1791,356,1,6000.0,1,1,1,Спящие
1792,252,1,76000.0,1,1,2,Спящие
1793,238,2,34500.0,1,2,1,Под угрозой ухода
1794,135,1,18000.0,2,1,1,Спящие
1795,193,1,9000.0,2,1,1,Спящие
1796,124,2,11400.0,2,2,1,Лояльные
1797,165,1,46800.0,2,1,2,Спящие
1798,9,1,420000.0,3,1,3,Новые
1800,86,2,52300.0,2,2,2,Лояльные
1801,235,1,9000.0,1,1,1,Спящие
1802,343,1,135000.0,1,1,2,Спящие
1803,39,1,420000.0,3,1,3,Новые
1805,215,1,180000.0,1,1,3,Под угрозой ухода
1806,31,2,390000.0,3,2,3,Чемпионы
1807,286,1,18000.0,1,1,1,Спящие
1808,316,1,45000.0,1,1,2,Спящие
1809,65,1,43200.0,3,1,2,Новые
1810,217,4,178000.0,1,3,3,Под угрозой ухода
1811,314,2,444000.0,1,2,3,Под угрозой ухода
1813,281,2,90000.0,1,2,2,Под угрозой ухода
1815,280,2,360000.0,1,2,3,Под угрозой ухода
1817,159,1,5500.0,2,1,1,Спящие
1818,37,2,444000.0,3,2,3,Чемпионы
1819,170,1,38000.0,2,1,1,Спящие
1820,69,3,616000.0,3,3,3,Чемпионы
1821,279,1,48000.0,1,1,2,Спящие
1823,3,3,90400.0,3,3,2,Чемпионы
1824,194,3,242000.0,2,3,3,Лояльные
1825,228,1,24000.0,1,1,1,Спящие
1826,103,1,40500.0,2,1,1,Спящие
1827,110,1,52000.0,2,1,2,Спящие
1828,120,1,52000.0,2,1,2,Спящие
1829,50,1,30400.0,3,1,1,Новые
1830,83,1,45000.0,2,1,2,Спящие
1831,253,1,26100.0,1,1,1,Спящие
1832,24,1,38000.0,3,1,1,Новые
1834,203,1,40500.0,1,1,1,Спящие
1835,305,1,14850.0,1,1,1,Спящие
1836,11,1,420000.0,3,1,3,Новые
1837,7,1,52000.0,3,1,2,Новые
1838,270,1,76000.0,1,1,2,Спящие
1839,178,1,48000.0,2,1,2,Спящие
1840,204,1,180000.0,1,1,3,Под угрозой ухода
1841,327,1,135000.0,1,1,2,Спящие
1842,329,1,5500.0,1,1,1,Спящие
1844,148,1,420000.0,2,1,3,Спящие
1845,48,1,52000.0,3,1,2,Новые
1846,33,1,5400.0,3,1,1,Новые
1847,6,1,180000.0,3,1,3,Новые
1848,2,1,45000.0,3,1,2,Новые
1849,199,1,90000.0,2,1,2,Спящие
1850,3,2,41400.0,3,2,2,Чемпионы
1851,74,1,18000.0,3,1,1,Новые
1852,109,1,180000.0,2,1,3,Спящие
1853,46,2,267000.0,3,2,3,Чемпионы
1854,252,2,488400.0,1,2,3,Под угрозой ухода
1855,36,1,46800.0,3,1,2,Новые
1856,250,1,45000.0,1,1,2,Спящие
1857,103,2,45600.0,2,2,2,Лояльные
1858,35,1,38000.0,3,1,1,Новые
1859,6,1,6000.0,3,1,1,Новые
1860,74,3,369000.0,3,3,3,Чемпионы
1861,150,4,255500.0,2,3,3,Лояльные
1863,165,3,197000.0,2,3,3,Лояльные
1864,183,1,46800.0,2,1,2,Спящие
1865,68,3,103300.0,3,3,2,Чемпионы
1866,62,2,70000.0,3,2,2,Чемпионы
1867,90,1,16200.0,2,1,1,Спящие
1868,51,3,44000.0,3,3,2,Чемпионы
1869,95,1,76000.0,2,1,2,Спящие
1870,200,1,9000.0,1,1,1,Спящие
1871,61,1,60800.0,3,1,2,Новые
1872,27,3,83800.0,3,3,2,Чемпионы
1873,345,1,16500.0,1,1,1,Спящие
1874,89,1,16200.0,2,1,1,Спящие
1875,122,3,669000.0,2,3,3,Лояльные
1876,193,1,38000.0,2,1,1,Спящие
1877,118,5,819300.0,2,3,3,Лояльные
1878,187,2,114000.0,2,2,2,Лояльные
1879,203,1,27000.0,1,1,1,Спящие
1880,269,2,129000.0,1,2,2,Под угрозой ухода
1881,240,3,62400.0,1,3,2,Под угрозой ухода
1882,189,3,154000.0,2,3,3,Лояльные
1883,233,2,191000.0,1,2,3,Под угрозой ухода
1884,53,2,15000.0,3,2,1,Лояльные
1885,267,2,24000.0,1,2,1,Под угрозой ухода
1886,10,1,78300.0,3,1,2,Новые
1887,342,1,420000.0,1,1,3,Под угрозой ухода
1888,11,5,212300.0,3,3,3,Чемпионы
1889,343,1,72000.0,1,1,2,Спящие
1890,312,1,6000.0,1,1,1,Спящие
1891,251,2,507000.0,1,2,3,Под угрозой ухода
1892,157,3,508500.0,2,3,3,Лояльные
1893,38,1,40500.0,3,1,1,Новые
1894,257,1,420000.0,1,1,3,Под угрозой ухода
1895,106,2,97000.0,2,2,2,Лояльные
1896,280,1,29000.0,1,1,1,Спящие
1897,23,2,425500.0,3,2,3,Чемпионы
1898,86,1,48000.0,2,1,2,Спящие
1899,250,2,429000.0,1,2,3,Под угрозой ухода
1900,40,3,69300.0,3,3,2,Чемпионы
1901,6,2,10450.0,3,2,1,Лояльные
1902,340,1,45000.0,1,1,2,Спящие
1903,13,1,29000.0,3,1,1,Новые
1904,312,1,420000.0,1,1,3,Под угрозой ухода
1905,51,1,29000.0,3,1,1,Новые
1906,11,1,24000.0,3,1,1,Новые
1907,199,1,52000.0,2,1,2,Спящие
1908,20,1,420000.0,3,1,3,Новые
1909,125,1,45000.0,2,1,2,Спящие
1911,11,1,24300.0,3,1,1,Новые
1912,75,2,249000.0,3,2,3,Чемпионы
1913,50,1,23200.0,3,1,1,Новые
1914,263,1,27000.0,1,1,1,Спящие
1915,189,2,196500.0,2,2,3,Лояльные
1916,117,1,38000.0,2,1,1,Спящие
1917,216,3,103000.0,1,3,2,Под угрозой ухода
1918,22,3,84400.0,3,3,2,Чемпионы
1919,264,2,430000.0,1,2,3,Под угрозой ухода
1920,200,1,420000.0,1,1,3,Под угрозой ухода
1921,119,2,498300.0,2,2,3,Лояльные
1922,276,1,18000.0,1,1,1,Спящие
1923,188,1,5500.0,2,1,1,Спящие
1924,71,2,465000.0,3,2,3,Чемпионы
1925,5,5,272600.0,3,3,3,Чемпионы
1926,16,1,180000.0,3,1,3,Новые
1928,55,1,57600.0,3,1,2,Новые
1929,202,3,110000.0,1,3,2,Под угрозой ухода
1930,52,4,481200.0,3,3,3,Чемпионы
1932,99,2,136800.0,2,2,3,Лояльные
1933,49,5,702200.0,3,3,3,Чемпионы
1934,34,1,38000.0,3,1,1,Новые
1935,22,1,420000.0,3,1,3,Новые
1937,258,1,46800.0,1,1,2,Спящие
1938,65,1,180000.0,3,1,3,Новые
1939,137,1,420000.0,2,1,3,Спящие
1941,101,1,38000.0,2,1,1,Спящие
1943,243,2,510000.0,1,2,3,Под угрозой ухода
1944,7,3,420950.0,3,3,3,Чемпионы
1945,349,1,5500.0,1,1,1,Спящие
1946,81,2,232000.0,2,2,3,Лояльные
1947,149,1,420000.0,2,1,3,Спящие
1948,18,1,45000.0,3,1,2,Новые
1949,30,3,72900.0,3,3,2,Чемпионы
1950,16,6,342900.0,3,3,3,Чемпионы
1951,18,1,52000.0,3,1,2,Новые
1952,20,2,62400.0,3,2,2,Чемпионы
1953,107,1,29000.0,2,1,1,Спящие
1954,290,1,24000.0,1,1,1,Спящие
1955,94,2,83000.0,2,2,2,Лояльные
1956,5,1,52000.0,3,1,2,Новые
1957,264,1,5500.0,1,1,1,Спящие
1958,8,3,185800.0,3,3,3,Чемпионы
1959,87,2,436500.0,2,2,3,Лояльные
1960,218,1,52000.0,1,1,2,Спящие
1961,86,1,5500.0,2,1,1,Спящие
1962,326,2,10450.0,1,2,1,Под угрозой ухода
1963,308,1,6000.0,1,1,1,Спящие
1964,317,1,68400.0,1,1,2,Спящие
1965,221,1,5500.0,1,1,1,Спящие
1966,53,1,378000.0,3,1,3,Новые
1967,26,1,180000.0,3,1,3,Новые
1968,35,1,52000.0,3,1,2,Новые
1969,43,1,6000.0,3,1,1,Новые
1970,313,2,61000.0,1,2,2,Под угрозой ухода
1971,86,2,82000.0,2,2,2,Лояльные
1972,183,1,52000.0,2,1,2,Спящие
1973,170,1,29000.0,2,1,1,Спящие
1974,54,1,72000.0,3,1,2,Новые
1975,69,1,52000.0,3,1,2,Новые
1976,63,1,420000.0,3,1,3,Новые
1977,171,2,61000.0,2,2,2,Лояльные
1978,57,4,215000.0,3,3,3,Чемпионы
1979,254,2,101000.0,1,2,2,Под угрозой ухода
